Aux out [V]	Aux in [V]	PDH out [a.u.]
-4.2901E-1	5.4487E-1	-6.1600E+2
-4.2713E-1	5.5702E-1	-1.1850E+3
-4.2525E-1	5.6747E-1	-1.6180E+3
-4.2337E-1	5.7961E-1	-1.1980E+3
-4.2125E-1	5.8763E-1	-8.7200E+2
-4.1937E-1	5.9832E-1	-5.9100E+2
-4.1748E-1	6.0634E-1	-8.1800E+2
-4.1560E-1	6.1630E-1	-1.2320E+3
-4.1372E-1	6.2504E-1	-1.2020E+3
-4.1160E-1	6.3355E-1	-1.0900E+3
-4.0972E-1	6.4010E-1	-5.8100E+2
-4.0784E-1	6.4691E-1	-9.7900E+2
-4.0595E-1	6.5347E-1	-1.1210E+3
-4.0407E-1	6.6124E-1	-7.1300E+2
-4.0195E-1	6.6683E-1	-3.5700E+2
-4.0007E-1	6.7096E-1	-2.6700E+2
-3.9819E-1	6.7752E-1	-1.0420E+3
-3.9631E-1	6.8286E-1	-1.2410E+3
-3.9442E-1	6.8748E-1	-6.8900E+2
-3.9254E-1	6.9161E-1	-8.9300E+2
-3.9042E-1	6.9671E-1	-5.4000E+2
-3.8854E-1	6.9889E-1	-7.4200E+2
-3.8666E-1	7.0205E-1	-1.1510E+3
-3.8478E-1	7.0448E-1	-1.4780E+3
-3.8289E-1	7.0861E-1	-6.2100E+2
-3.8078E-1	7.1128E-1	-1.0680E+3
-3.7889E-1	7.1250E-1	-4.1100E+2
-3.7701E-1	7.1639E-1	-4.6400E+2
-3.7513E-1	7.1857E-1	-6.3200E+2
-3.7325E-1	7.1930E-1	-4.2000E+2
-3.7113E-1	7.2052E-1	-6.8300E+2
-3.6924E-1	7.2489E-1	-4.8000E+2
-3.6736E-1	7.2294E-1	-1.0200E+3
-3.6548E-1	7.2513E-1	-2.9400E+2
-3.6360E-1	7.2537E-1	-6.5800E+2
-3.6148E-1	7.2707E-1	-5.2000E+1
-3.5960E-1	7.2659E-1	1.1700E+2
-3.5771E-1	7.2732E-1	-4.0100E+2
-3.5583E-1	7.2853E-1	-7.4300E+2
-3.5395E-1	7.2829E-1	-2.2100E+2
-3.5183E-1	7.2999E-1	-2.6600E+2
-3.4995E-1	7.3048E-1	-4.1400E+2
-3.4807E-1	7.3072E-1	-4.5700E+2
-3.4618E-1	7.2950E-1	-4.3000E+2
-3.4430E-1	7.2999E-1	-5.8100E+2
-3.4242E-1	7.3145E-1	-4.2200E+2
-3.4030E-1	7.3120E-1	4.6700E+2
-3.3842E-1	7.3120E-1	-3.1500E+2
-3.3654E-1	7.3096E-1	-6.5900E+2
-3.3465E-1	7.3290E-1	-7.7600E+2
-3.3277E-1	7.3145E-1	-1.9600E+2
-3.3065E-1	7.3242E-1	-6.1300E+2
-3.2877E-1	7.3169E-1	-1.4000E+1
-3.2689E-1	7.3242E-1	-9.7500E+2
-3.2501E-1	7.3242E-1	-4.4800E+2
-3.2312E-1	7.3145E-1	-5.1200E+2
-3.2101E-1	7.3290E-1	-5.4500E+2
-3.1912E-1	7.3242E-1	-1.4000E+2
-3.1724E-1	7.3290E-1	-8.3900E+2
-3.1536E-1	7.3218E-1	-4.7300E+2
-3.1348E-1	7.3193E-1	-7.0100E+2
-3.1136E-1	7.3145E-1	8.9000E+1
-3.0948E-1	7.3096E-1	-4.3300E+2
-3.0759E-1	7.3339E-1	-1.9400E+2
-3.0571E-1	7.3048E-1	-6.6300E+2
-3.0383E-1	7.3218E-1	-7.5700E+2
-3.0171E-1	7.3218E-1	-4.6700E+2
-2.9983E-1	7.3290E-1	-8.0500E+2
-2.9795E-1	7.3120E-1	-3.2400E+2
-2.9606E-1	7.3242E-1	-5.1400E+2
-2.9418E-1	7.3242E-1	-6.1700E+2
-2.9230E-1	7.3218E-1	-1.6500E+2
-2.9018E-1	7.3169E-1	-7.7800E+2
-2.8830E-1	7.3315E-1	-1.6400E+2
-2.8642E-1	7.3242E-1	-2.2300E+2
-2.8453E-1	7.3193E-1	-2.7200E+2
-2.8265E-1	7.3169E-1	6.9000E+1
-2.8053E-1	7.3096E-1	-2.6400E+2
-2.7865E-1	7.3266E-1	-1.3400E+2
-2.7677E-1	7.3120E-1	-9.1000E+1
-2.7488E-1	7.3169E-1	-1.2560E+3
-2.7300E-1	7.3120E-1	-1.2900E+2
-2.7088E-1	7.3145E-1	-2.9400E+2
-2.6900E-1	7.3242E-1	-4.0400E+2
-2.6712E-1	7.3048E-1	-2.6300E+2
-2.6524E-1	7.3072E-1	-5.1800E+2
-2.6335E-1	7.3218E-1	-7.7000E+1
-2.6124E-1	7.3120E-1	-6.9800E+2
-2.5935E-1	7.3096E-1	-1.2070E+3
-2.5747E-1	7.3169E-1	-5.6100E+2
-2.5559E-1	7.2999E-1	-4.5000E+1
-2.5371E-1	7.3218E-1	-5.3800E+2
-2.5159E-1	7.3145E-1	-1.2900E+2
-2.4971E-1	7.2853E-1	-2.7400E+2
-2.4782E-1	7.3169E-1	-6.5200E+2
-2.4594E-1	7.3023E-1	-1.9800E+2
-2.4406E-1	7.3048E-1	-7.1000E+2
-2.4218E-1	7.3169E-1	-1.6400E+2
-2.4006E-1	7.2975E-1	-3.3500E+2
-2.3818E-1	7.2975E-1	-6.6900E+2
-2.3629E-1	7.2975E-1	7.1000E+1
-2.3441E-1	7.2975E-1	-7.6500E+2
-2.3253E-1	7.3023E-1	-5.1800E+2
-2.3041E-1	7.2999E-1	-3.7500E+2
-2.2853E-1	7.3048E-1	-5.4000E+1
-2.2665E-1	7.3169E-1	-4.8000E+1
-2.2476E-1	7.2926E-1	-1.3500E+2
